,Sujetos,lematizado,texto_crudo,coherencia_evolucion,coherencia_evolucion_normalizada
38,39,hoy hacer verdad dormir tarde ayer noche así hoy despertar relativamente tarde después desayunar 11 ponelar casa único hacer poner ver vídeo youtube mientras dejar pasar tiempo hablar amigo whatsapp contestar mensaje decidir venir tiempo vivo hora viaje así empezar venir tiempo quedar esperar comer pabellón 1 saber cuánto detalle dar amigo hablar salir teaser trailer película five night at freddy ayer demasiado conocimiento vídeo visto amigo podcast terror así hacer pregunta cosa poder hablar película podcast si contar noche dormir yo además dormir tarde técnicamente hoy tratar aprender usar react herramienta generar aplicación web realidad framework react específico llamar next así seguir tutorial," Hoy no hice mucho la verdad, me fui a dormir tarde ayer a la noche así que hoy también me desperté relativamente tarde. Después de desayunar a eso de las 11, ponele en mi casa, lo único que hice fue poner a ver vídeos de YouTube mientras dejé pasar el tiempo. Me hablé con algunos amigos por WhatsApp, contesté algunos mensajes y decidí venir con algo de tiempo, yo vivo a una hora y algo de viaje, así que empecé a venir con tiempo y me quedé esperando, comiendo algo en el pabellón 1. No sé cuántos más detalles tendría que dar. Con algunos amigos estuve hablando sobre que salió un teaser trailer de la película de Five Nights at Freddy's ayer y yo tengo demasiado conocimiento de eso por vídeos que he visto y tengo unos amigos que tienen un podcast de terror así que me estuvieron haciendo preguntas y cosas para poder hablar de la película en su podcast. Si cuenta la noche antes de dormirme, además porque no me dormí tarde, técnicamente es hoy. Estuve tratando de aprender a usar React, que es una herramienta para generar aplicaciones web, en realidad un framework de React específico que se llama Next, así que estuve siguiendo tutoriales de eso. Eso es todo.
","[0.3909656  0.4285583  0.41365216 0.40675826 0.54746426 0.39702138
 0.49313977]","[0.6776652799548714, 0.7428251453588353, 0.7169881537176693, 0.7050388730607305, 0.9489262479577527, 0.6881618361250273, 0.8547649737837559]"
39,40,venir clase pabellón 1 acá ciudad universitario clase estructura 4 dar pabellón 0 pasar ahí siempre adentro 1 dar aula estilo canónico clase acá profesor enfrente clase hablar yo hacia escribir cosa pizarrón ser 25 30 alumno último hora medio venir acá almorzado hora medio clase mismo formato saber extenso tiempo querés contar día empezar ahí empezar casa viajar acá clase decir mayor cantidad detalle posible suponer poder decir clase general primero parte clase teórico profesor otero ibarzón después receso encontrar amigo tampoco almorzado igual entonces almorzar después almorzar volver clase vez parte práctico profesor nacho acuerdo apellido dos ayudante general dar clase ayudante sentado fondo aula solamente esperar terminar todo clase sentado lado maya amiga encontrar justo empezar clase vivir mismo barrio vez poner acuerdo venir hoy caso vinir cada separado encontrar aula entrar sentado quedar dormido últimamente clase venir genial tampoco profesor discuto entonces despertar situación diálogo profesor clase caso profesor preguntar tratar responder revés hacer pregunta responder tal punto final parte teórico después primero hora medio profesor mirar decir ver comprar convencer decir tener razón convencer medio raro contar buen poder formular pregunta concreto sacar duda así decir próximo vez si ocurrir preguntar listo después clase práctico venir después intervalo menos intenso requerir pensar menos solamente hacer cuenta ver diagrama feynman final interesante ahí hablar profesor hablar siempre despertar entonces si clase venir medio aburrido materia soler pasar hablar compañero compañera lado profesor despierto paso final clase práctico todo clase teórico maia medio quedar dormido así charlar tampoco hoy venir cami general convedir mate bajón detalle a eh pasar gracioso hoy nico compañero llegar toque tarde dejar mochila aula levantar casi inmediatamente caer 200 peso ver entonces maia ver todo secuencia decir pasar totalmente colgado chabón olvidar nunca volver entrar clase teórico recién volver clase práctico clase teórico escapar todo así llegar poner mochila todo clase teórico gracioso ver mochila 200 peso piso después supuesto hacer agarrar poner el mochila 200 peso volver perder gracioso," Antes de venir, estaba en clase en el pabellón 1 de acá de Ciudad Universitaria, en una clase de estructura 4, que se da en el pabellón 0, pasa ahí siempre adentro por el 1, que se da en un aula del estilo canónico de las clases de acá, estaba el profesor enfrente de la clase, hablándonos hacia nosotros y escribiendo cosas en el pizarrón, nosotros siendo entre 25 y 30 alumnos. Eso fue la última hora y media antes de venir acá. Antes de eso había almorzado, antes de eso otra hora y media de clase con el mismo formato. Y no sé hasta qué extenso de tiempo querés que cuente, pero... Mi día empezó ahí, empecé en mi casa, viajé hasta acá y tuve clases. Eso es todo. Como decía, con la mayor cantidad de detalles posibles, supongo que te puedo decir un poco de la clase en general, que es la primera parte de la clase fue teórica, con el profesor Otero Ibarzón. Y después, en el receso, me encontré con un amigo que tampoco había almorzado igual que yo, entonces fuimos a almorzar y después de almorzar volvimos a la clase, esta vez a la parte práctica, que es con otro profesor, Nacho, no me acuerdo el apellido, que tiene dos ayudantes, pero en general, como las dan de a uno en las clases, los ayudantes estaban sentados en el fondo del aula solamente esperando que se termine. Durante toda la clase estuve sentado al lado de Maya, que es una amiga mía, y que nos encontramos justo antes de empezar la clase, como vivimos en el mismo barrio, a veces nos ponemos de acuerdo para venir, pero hoy no fue el caso, vinimos cada uno por separado, y nos encontramos en el aula antes de entrar. Estuvimos sentados, ella se estaba como quedando dormida, últimamente con la clase no viene genial. Yo tampoco, pero con el profesor discuto un poco más, entonces a mí me despierta mucho de esta situación de diálogo con el profesor, y en esta clase fue el caso, el profesor preguntaba algo y yo trataba de responder, o al revés, yo le hacía una pregunta y él me respondía, a tal punto que al final de la parte teórica, después de la primera hora y media, el profesor me miraba y me decía veo como que no compraste algo, como que no te convencí, y yo le decía sí, tenés razón, no me convencí del todo, porque es medio raro lo que me estás contando, pero bueno, no pude formular una pregunta concreta que me saque la duda, así que le dije la próxima vez, si se me ocurre algo te lo pregunto, y listo. Después la clase práctica, la que vino después del intervalo, fue mucho menos intensa para mí, me requirió pensar menos, solamente es hacer las cuentas y ya. Vimos diagramas de Feynman sobre el final, que eso sí es un poco más interesante, ahí hablo un poco más con el profesor, hablar siempre me despierta, entonces es como si la clase viene medio aburrida, que con esta materia me suele pasar, hasta que no hablo con el compañero o la compañera que tengo al lado, o con el profesor, no me despierto y me paso al final de la clase práctica y durante toda la clase teórica. Y Maia se estaba medio quedando dormida, así que mucho no charlé con ella tampoco. Y hoy no vino Cami, que es la que en general nos convida a mate, eso fue un bajón. ¿Qué otro detalle? Ah, pasó algo muy gracioso hoy, que es que Nico, un compañero nuestro, llegó un toque tarde, dejó la mochila en el aula, se levantó y se fue casi inmediatamente, se le cayeron 200 pesos, no lo vio, entonces estuvimos con Maia viendo toda la secuencia y dijimos qué le pasa, está totalmente colgado, el chabón se está olvidando de todo. Nunca volvió a entrar a la clase teórica, recién volvió para la clase práctica, pero la clase teórica se escapó toda, así como que llegó, puso la mochila y se fue. No estuvo en toda la clase teórica, fue muy gracioso, vimos su mochila y sus 200 pesos en el piso. Después, por supuesto, lo que hice fue agarrar, ponerlos en la mochila, los 200 pesos, y le volvieron a él, no los perdió, pero fue gracioso. Nada más. 
","[0.61979028 0.60987117 0.60996181 0.59400119 0.60418483 0.60559509
 0.58286791 0.58127201 0.59735486 0.5756746  0.56070359 0.54402319
 0.52210194 0.51308701 0.56601166 0.51549466 0.48257405 0.46667418
 0.2114636 ]","[1.027571171993651, 1.0111259496507794, 1.011276228576901, 0.9848145690832892, 1.0016983804442052, 1.0040364882537747, 0.9663563355140746, 0.9637104343484467, 0.9903747425832158, 0.9544303103403419, 0.929609371059445, 0.9019543673051041, 0.865610387079614, 0.8506642280222303, 0.9384097948739836, 0.8546559625870589, 0.8000757619808416, 0.7737148373199177, 0.3505926245747446]"
40,41,ok buen cuento hacer venir hoy peluquería cortar pelo novio peluquería rulo tres peluquera atender chica dulce paler mo departamento planta bajo cada sesión durar hora medio dos sesión seguido cortar pelo lavar secar finalizar novio dar vaso agua baño último pagar salir facultad creer poder detallar tú allá después buen vinir facultad ayudante materia particular hoy dar clase responder consulta pabellón sentado interactuir compañero profe clase bastante tranquilo así cosa tanto poder resaltar decir después venir acá,"Ok. Bueno, te cuento lo que hice antes de venir. Estuve hoy en la peluquería, me fui a cortar el pelo. Fui con mi novio, era una peluquería de rulos, eran tres peluqueras y nos atendió una chica muy dulce, y esto fue en Palermo, en un departamento en Planta Baja. Cada sesión duró hora y media, porque fueron dos sesiones seguidas. Me cortaron el pelo, me lo lavaron, me lo secaron y me lo finalizaron, a mi novio también. Me dieron un vaso de agua, fui al baño y a lo último de todo, pagamos, y salimos para la facultad. Y creo que eso sería lo que más podría detallarte. Más allá de eso, después bueno, vinimos para la facultad, estuve ayudante en una materia, pero en particular hoy dieron clases, estuve más que nada para responder consultas, estuve en el pabellón uno, sentada. Interactúe con algunos de mis compañeros, de otros profes. Y fue una clase bastante tranquila, así que no hubo cosas tan... Algo que pudiera resaltar, digamos. Eso, y después vine para acá.
","[0.57762377 0.53623954 0.59206568 0.56555219 0.55112001 0.55143104
 0.52926011 0.51636376 0.59683898 0.43734705]","[0.9287518101402871, 0.8622107854018212, 0.9519727217217177, 0.9093421227366678, 0.8861368579690826, 0.8866369563442421, 0.8509886835185754, 0.8302528467805147, 0.9596476389639303, 0.7032031781819418]"
41,42,buen venir hoy mañana despertar terminar estudiar parcial mate 2 hoy ahora 2 tarde terminar estudiar último tema preguntar par amigo último cosa faltar venir acá venir pabellón 2 venir 34 bondi tomo casa seguir preguntar cosa faltar entrar rendir hacer todo cosa traje chocolate comer parcial después terminar quedar charlar amigo tomar alguno día volver casa menos punto llegar primero parada dar cuenta venir acá bajar venir caminar llegar menos bien ubicar menos quedar fijado hoy mañana cómo ir venir llegar acá buen acuerdo terminar entrenar hoja parcial contar profe caer re bien profe mate 2 ir bien punto 2 error signo arruinar punto 2 tiempo arreglar él,"Bueno, nada, antes de venir, hoy a la mañana me desperté, terminé de estudiar para el parcial de Mate 2 que tenía hoy, ahora a las 2 de la tarde era. Nada, terminé de estudiar los últimos temas, le pregunté a un par de amigos las últimas cosas que me faltaban, vine para acá. Vine al pabellón 2, vine en el 34 que es el bondi que me tomo desde mi casa, también le seguí preguntando cosas que me faltaban. Entré, rendí, hice todas las cosas, me traje un chocolate para comer en el parcial, después terminé, me quedé charlando con mis amigos. Me tomé el bondi para volver a mi casa y cuando estaba más o menos a punto de llegar a la primera parada, me di cuenta que tenía que venir para acá. Me bajé, vine caminando, llegué más o menos bien, me ubicaba más o menos donde quedaba porque me había fijado hoy a la mañana cómo iba a venir y llegué acá. Bueno, también me acuerdo que terminé de entregar la hoja del parcial, le conté a mi profe, que me cae re bien mi profe de Mate 2, que me había ido bien pero que en el punto 2 por un error de signo me arruinó todo el punto 2 y no tenía tiempo para arreglarlo.",[0.61571689 0.59913597 0.60958861 0.61846606 0.5859583  0.7810967 ],"[0.9491243564547693, 0.9235649501898539, 0.9396776353013281, 0.9533621796965497, 0.9032516426171197, 1.2040564525537474]"
42,43,venir levanté vivo plata así levanté cambiar hacer cosa compu después preparar bolso pasar fin semana acá capital decidir ir poner mirar tiempo meteorológico ver si ir llover meter todo ropa bolso computadora libro terminal micro tomar colectivo venir mientras tomar colectivo ver colectivo tomar yo llegar acá bajar tomar llegar desayunar galleta panadería dulce membrillo maíz ahora mientras esperar hablar papá whatsapp novio," Antes de venir, me levanté. Yo vivo en La Plata, así que me levanté, me cambié, hice algunas cosas en la compu y después me preparé el bolso porque no pasaba el fin de semana acá a capital. Decidí que me iba poner, mire el tiempo meteorológico para ver si va a llover. Metí toda la ropa en el bolso, la computadora, libros y fui al terminal de micros, me tomé el colectivo para venir. Mientras que me tomaba el colectivo, veía que colectivo tomarme para llegar hasta acá. Me bajé, me lo tomé y llegué. Desayuné galletas de una panadería con dulce de membrillo y maíz. Ahora, mientras esperaba, estaba hablando con mi papá por whatsapp y con mi novio. 
","[0.46212365 0.54080292 0.52029613 0.47248129 0.48860039 0.44891417
 0.32609934]","[0.7747725482629462, 0.9066821349437837, 0.8723015070330556, 0.7921376279911488, 0.8191620838148145, 0.7526262203923831, 0.5467212378081643]"
43,44,buen venir comer compañero salir cursar método estadístico físico experimental hoy entregar parcial bajonee montón mal comer pescado puré papas cena ayer conversar tema relacionado controversia modificación corporal hacer persona cirugía estético tema relacionado gimnasio esteroide cosa así después venir correr abajo lluvia acá querer llegar tarde correr levanté siete medio ayer poder duchar cortado agua alguno razón bañar agua frío bastante desagradable llegar tarde tiempo querer hacer agua salir caliente tomar colectivo cursar clase costar seguir él bastante faltar todo semana pasado examen básicamente resto contar,"Bueno, antes de venir, estaba comiendo con mis compañeros que salimos de cursar métodos estadísticos en física experimental. Hoy nos entregaron los parciales y me bajonee un montón porque no fue mal, pero comí pescado con puré de papas, que es la cena de ayer. Y conversamos sobre temas relacionados a la controversia de las modificaciones corporales que se hacen las personas, cirugías estéticas, temas relacionados al gimnasio y a los esteroides, cosas así. Y después vine corriendo abajo de la lluvia acá porque no quería llegar tarde. Corriendo, sí. Me levanté a las siete y media porque ayer no me pude duchar y me tuve, o sea, me habían cortado el agua por alguna razón, me tuve que bañar con agua fría, fue bastante desagradable y llegué tarde, porque estuve con mucho tiempo queriendo hacer que el agua salga caliente. Eso, no, me tomé el colectivo, cursé, la clase me costó seguirla bastante porque estuve faltando toda la semana pasada para otro examen y no, eso básicamente. Todo el resto lo conté.
","[0.43531098 0.45867516 0.42348677 0.45731968 0.52164017 0.56797037
 0.40884209]","[0.7053144999322006, 0.743170401788571, 0.6861562612687566, 0.7409741928979307, 0.8451897401026878, 0.9202564364298003, 0.6624281562020428]"
44,45,buen venir hacer cosa tesis implicar terminar programar controlador red bitayo fpga programar conectar él motor conectar él motor faltar cable hembra hembra pedir liaf labo labo faltar abrir lauti chico liaf pedir conocer entonces parecer raro manguear entonces ahí ver nico chico liaf conocer dar cable hacer par chiste ejemplo decir primero preguntar si autorización director llevar yo cable necesitar papel firmado obviamente así dar cable decir color querer decir preguntar color daltónico además cristian jefe laboratorio muriel laboratorio profesora ayudante primero mefe buen cristian decir físico daltónico preguntar nico si poder separar saber cuánto detalle contar preguntar nico si poder separar cable principio entender referir después entender cable pegado poder separar decir volver laboratorio poner conectar cable atento hacer simultáneo momento pedir patricio escritorio atrás si poder poner música decir robar parlante parlante computadora computadora computadora entonces decir poder poner querer poner decir poner disco pan espineta necesitar ajustar tornillito pedir tornillo edu principio saber dónde abrir cajón poner buscar ahí encontrar destornillador tornillo destornillador poner alarma 15 10 acordar yo venir acá entrevista sonar alarma venir acá pabellón 1 correr llover ir mojar buen mucho saber baño venir volver crucir nati laboratorio saber," Bueno, antes de venir estaba haciendo cosas de mi tesis que implicaba terminar de programar un controlador de la Red Bitaya, que es una FPGA que tengo que programar, y para eso tenía que conectarle a un motor, y para conectarlo al motor me faltaban cables hembra a hembra que fui a pedir al LIAF, no a mi labo, porque a mi labo faltaban, y me abrió Lauti, que es un chico del LIAF, le pedí eso, él no me conocía, entonces le pareció raro que fuera a manguear algo, entonces ahí me vio Nico, que es otro chico del LIAF que sí me conoce, y me dio los cables. Y me hizo un par de chistes, por ejemplo me dijo, primero me preguntó si tenía autorización de mi director para llevarme los cables, que necesitaba un papel firmado, obviamente no es así, y me dio los cables y me dijo de qué color quería, yo le dije que no me preguntara sobre colores porque soy daltónico, además estaba Cristian, que es el jefe del laboratorio, y Muriel, que también está en el laboratorio y es profesora mía, ayudante de primera de MEFE, y bueno Cristian dijo que había muchos físicos de daltónicos, y le pregunté a Nico si los podía separar, no sé con cuánto detalle le tengo que contar, le pregunté a Nico si podía separar los cables, al principio no me entendió a qué me refería, y después sí me entendió, era que los cables están pegados y se pueden separar, me dijo que sí y me fui. Y volví al laboratorio, me puse a conectar los cables, muy atento, no hice nada más en simultáneo, y en un momento le pedí a Patricio que está en un escritorio que está atrás mío, si podía poner música, me dijo sí pero te robé los parlantes, o sea los parlantes que estaban en mi computadora, ya no estaban más en mi computadora, estaban en la computadora de él, entonces me dijo que podía poner lo que yo quisiera y él lo ponía, le dije que pusiera el disco Pan de Espineta, y también necesitaba ajustar un tornillito y le fui a pedir el tornillo a Edu, que al principio no sabía dónde estaba, abrimos un cajón, nos pusimos a buscar y ahí encontramos el destornillador, no un tornillo, un destornillador. Me puse una alarma para las 15 y 10 para acordarme que tenía que venir acá a esta entrevista, y me sonó la alarma, me fui, vine hasta acá desde el Pabellón 1 corriendo, porque estaba lloviendo y me iba a mojar. Bueno, sí, muchas, no sé, fui al baño antes de venir, cuando volví me crucé a Nati que también está en el laboratorio, no sé qué más.
",[0.65730406 0.68394844 0.597969   0.66281629],"[1.0349633297761054, 1.0769164402158855, 0.9415368277519598, 1.0436426436936936]"
45,46,buen arranzar mañanita despertar casa novio desayunar hacer venir facu tomar 130 34 camino común hacer generalmente solo tomo 34 ahí llegar poner estudiar decir pecera pab 1 amigo juanpi poner realidad estudiar hacer tp programación concurrente hacer buen rato almorzar almorcé sandwichito volver hacer tp llegar avanzar venir acá lluvieto llover montón hoy llegar conclusión semana venir ir hacer frío pensamiento día," Bueno, arranco desde la mañanita, me desperté en la casa de mi novio, desayuné, no hice mucho más y me vine para la facu. Me tomé el 130 y el 34, que no fue el camino más común que hago, generalmente solo me tomo el 34, de ahí llegué y me puse a estudiar en lo que le decimos pecera del Pab 1 con mi amigo Juanpi y nos pusimos, en realidad más que estudiar a hacer un TP de programación concurrente y estuvimos haciendo eso un buen rato hasta que almorzamos, almorcé un sandwichito, volvimos a hacer un poco del TP pero no mucho porque no llegamos a avanzar mucho y me vine para acá, con lluvieto. Está lloviendo un montón, hoy llegamos a la conclusión de que la semana que viene va a hacer mucho frío, fue un pensamiento de este día. No, no mucho más.
",[0.51789999 0.48052517 0.37444913],"[0.852212478898397, 0.7907116249445012, 0.6161618665967938]"
46,47,venir cursar e3 cristian clase medio embolante entender entender durar pensar ir durar poder comer después así venir medio apurado clase emisión atómico ver ensanchamiento doppler deplesión cristian romper tiza mucho vez demasiado," Antes de venir estaba cursando, E3, con Cristian y la clase fue medio embolante, no entendí mucho. No entendí mucho y duró más de lo que pensaba que iba a durar, no pude comer después, así que me vine medio apurado. La clase fue sobre emisiones atómicas y vimos sobre ensanchamiento Doppler y deplesión. A Cristian se le rompió la tiza muchas veces, demasiadas.
",[0.51835865 0.46445149 0.56718981],"[0.8525836721322398, 0.7639184956146565, 0.9328999820962902]"
47,48,venir sala estudio paber cero estudiar probabilidad estadístico rendir final todavía fecha rendir dos amigo recién salir materia cálculo juani tomi apunte esparcido mesa mientras ver video pandemio seguir tomar apunte video profesora ir tomar enfrente compañero cálculo dejar materia reconocer ahí ver pasar grupo chico sombrero amarillo volver baño decir juani gustar sombrero sentado extremo último mesa si entrar 1 creer anteúltimo mesa chica mismo mesa extremo mesa lado pabellón patio 20 minuto después llegar llegar chico poner hablar igualmente auricular así escuchar hablar," Antes de venir estaba en la sala de estudios del pabe cero, estaba estudiando para probabilidad y estadística porque tengo que rendir al final, todavía no tengo la fecha, pero lo tengo que rendir. Estaba con dos amigos, ellos recién salían de una materia de cálculo, Juani y Tomi. Yo tenía todos mis apuntes esparcidos por la mesa, mientras estaba viendo uno de los videos de la pandemia, para seguir tomando apuntes sobre ese video, porque es la profesora que me va a tomar. Y enfrente tenía compañeros que también estaban en cálculo, yo dejé la materia, pero los reconocí que estaban ahí. Vi pasar un grupo de chicos que tenían sombrero amarillo, y volví del baño y le dije a Juani que a mí también me gustaría uno de esos sombreros. No, estaba sentada en un extremo en las últimas mesas, si entras desde el 1, creo que en la anteúltima mesa, y había una chica en esa misma mesa, en el otro extremo de la mesa, yo estaba al lado del pabellón y no al patio, y unos 20 minutos después de que yo llegué, llegó un chico y se pusieron a hablar, yo igualmente estaba con los auriculares, así que no escuché de qué hablaban.
",[0.62118145 0.62696998 0.66281678 0.56629509 0.61116183],"[1.0025622655654376, 1.0119047172088793, 1.0697600402880239, 0.9139778460238547, 0.9863909888239659]"
48,49,entonces hoy venir despertar casa novio agua volver casa dar él comida gato venir facultad después reunión semanal grupo laboratorio trabajo durar dos hora almuerzo reunión básicamente tiempo silencio hablar mundo hacer hablar poquito hacer tratar mal jefe después salir fumar laboratorio fumar afuera volver laboratorio poner preparar clase dar mañana ok entonces llegar edificio entrar subir casa dar comer gato di cuenta agua agregar agua vestir cambiar después bajar planta bajo crucir encargado encargado decir razón agua inundar planta bajo primero deshabitado entonces chorrear poder entrar cortar agua entonces cortar entrada edificio salir dar cuenta abrigado llegar parada faltar tres minuto tomar colectivo comprar bolsa pan compañero trabajo hoy traer berenjena escabeche," Entonces. Hoy, antes de venir, me desperté en la casa de mi novio porque no tengo agua y volví a mi casa a darle comida a mis gatos y vine para la facultad. Después tuve la reunión semanal de grupo que tenemos en el laboratorio en el que trabajo, que duró dos horas, es durante el almuerzo y durante la reunión, básicamente estuve mucho tiempo en silencio porque habla todo el mundo sobre lo que está haciendo, hable muy poquito sobre lo que hice, trate un poco mal a mi jefe y después de eso salimos los que fumamos del laboratorio a fumar afuera. Volví al laboratorio y me puse a preparar la clase que tengo que dar mañana. Ok, entonces, cuando  llegué a mi edificio, entré, subí a mi casa, le di de comer a mis gatos, me di cuenta que no tenían agua, les agregué agua, me vestí, o sea, me cambié y después bajé a la planta baja, me crucé con el encargado, el encargado me dijo que la razón por la que no tenemos agua es porque se le está inundando la planta baja porque el primero está deshabitado, entonces está chorreando y no pueden entrar para cortar el agua, entonces tienen que cortar las entradas del edificio. Cuando salí me di cuenta que me había sobre abrigado y cuando llegué a la parada, me faltaban tres minutos para que me tomaran el colectivo, compré una bolsa de pan porque mi compañero de trabajo hoy trajo berenjenas en escabeche.
",[0.54823681 0.5116403  0.58163835 0.48874086 0.24685365],"[0.9571588307072321, 0.8932655184047488, 1.0154741053165104, 0.853285709740891, 0.4309782713987073]"
49,50,hacer venir mañana laboratorio docente ahí laboratorio inorgánico 2 práctica metalurgias así encargar específicamente hacer aluminotermia chico encantar montón súper espectacular fuego brillo después comer comedor comer sándwich pavado mirar red social después subir biblioteca estudiar cinética mañana parcial 2 3 hora estudiar escuchar audio diapositivo buen mañana tomar colectivo justo tiempo bien llegar saavedra hacer conexión 28 llegar justo tiempo pensar desayunar tiempo tomar yo café así entrar directamente laboratorio buen cosa laboratorio salir bien terminar buen siempre terminar tarde hoy terminar hora así despejar mediodía comer ir biblioteca estudiar recuerdo pasar comprar yo café bien,"Lo que hice antes de venir, esta mañana fui al laboratorio, soy docente ahí, en el laboratorio Inorgánica 2. Tuvimos la práctica de metalurgias, así que yo me encargué específicamente de hacer la aluminotermia, que a los chicos les encanta un montón porque es súper espectacular, mucho fuego, mucho brillo, todo. Después fui a comer, estuve en el comedor comiendo un sándwich, una pavada, estuve mirando un poco las redes sociales, y después subí a la biblioteca a estudiar cinética que mañana tengo un parcial. Estuve como 2 o 3 horas estudiando, escuchando los audios, las diapositivas y bueno, eso. A la mañana tomé el colectivo justo a tiempo, eso estuvo bien, cuando llegué a Saavedra hice la conexión con el 28 y también llegué justo a tiempo. Pensaba desayunar, pero no tuve tiempo para tomarme un café, así que entré directamente al laboratorio y bueno, las cosas en el laboratorio salieron todo bien. Terminamos antes, eso sí está bueno porque siempre terminamos tarde, hoy terminamos una hora antes, así que me despejó el mediodía para comer y antes de ir a la biblioteca a estudiar recuerdo que pasé a comprarme un café. Bien, todo eso.
","[0.57259615 0.53303951 0.57302157 0.52532615 0.51021769 0.4521766
 0.46256411]","[0.880991457737073, 0.8201299484233934, 0.881646009932454, 0.8082622434706985, 0.7850164964546015, 0.6957149864700183, 0.7116971191381559]"
50,51,ok hoy verdad hacer venir levanté medio hora agarrar auto llevar novia casa buscar receta farmacia después ahí llevar farmacia volver llevar casa claramente desayunar desayunar submarino saber si aportar calle a ir acuerdo cómo calle tema buen después llevar novia casa venir facultad empezar hacer tp materia amiga hacer tp venir acá," Ok, hoy la verdad no hice mucho antes de venir porque me levanté media sobre la hora. Agarré el auto, llevé a mi novia a su casa para que busque una receta de la farmacia, después de ahí la llevé a la farmacia y la volví a llevar a la casa. Claramente antes de todo esto desayuné, ¿no? Desayuné un submarino. No sé si aporta, pero la calle estaba... Ay, no me acuerdo cómo estaba la calle. Qué tema. Bueno, nada, después de llevar a mi novia a su casa me vine para la facultad y empecé a hacer un tp de una materia con una amiga y estuve haciendo el tp hasta venir para acá. 
",[0.39302861 0.47174381 0.37291465 0.49293532 0.57184489 0.56309295],"[0.6632210541340768, 0.7960500063883773, 0.6292795043090035, 0.8318098901206838, 0.964966835730111, 0.9501982585109608]"
51,52,buen hoy venir acá cursar laboratorio 6 acá pabellón quedar cerca ahora bastante frustrante hoy parte experimento bastante aburrido obtener resultado básicamente día hoy laboratorio cursar bastante monótono torta laboratorio cumplir año hacer materia así torta," Bueno, hoy antes de venir para acá fui a cursar Laboratorio 6, acá en un pabellón que queda muy cerca de este en el que estamos ahora. Y nada, fue bastante frustrante hoy. Porque nada, estamos en una parte del experimento donde es todo bastante aburrido y no estamos obteniendo resultados. Pero básicamente fue eso, todo el día de hoy fue estar en el laboratorio, cursando. No, no, fue bastante monótono. Había tortas en el laboratorio, porque cumplió años uno que también está haciendo la materia, así que hubo torta. 
",[0.38720896 0.48958652 0.58673241 0.30407268 0.62205881],"[0.6254219658537687, 0.7907827342685115, 0.9476932903624634, 0.4911397992812696, 1.0047526808947953]"
52,53,inmediatamente venir labo armar póster presentar semana venir hecho situación franco compañero labo acordar si modelo anterior poner nervioso saber increíble armar póster apurón además armar paralelo artículo presentar día entonces último hora labo armar paralelo póster artículo mandar él él directora inmediatamente venir merender camila ex amiga merender rato inmediatamente venir acá pasar laboratorio traje frasquito merendar venir caminar tocar puerta seguridad mandar mensaje corino abrir encontrar buen merender fruto seco frasquito traer casa siempre traer casa entonces detalle ejemplo póster congreso semana venir artículo tema investigación mandar revista hacer dos semana semana pasado tocar revisión referir entonces hacer corrección artículo enviar mandar corrección creer camila hablar viaje fin semana amigo córdoba entonces hablar cómo ir pasado perder avión contar cosa situación hablar ahora ir reunión director entonces terminar hablar juntar cosa ir él suponer venir acá creer dentro último dos hora," Inmediatamente antes de venir, estaba en el labo armando un póster que tengo que presentar la semana que viene, de hecho es una situación con Franco un compañero del labo que no se acordaba si tenía el modelo anterior. Me puse nervioso, no sé, es increíble estaba armando el póster muy a los apurones porque además estoy armando en paralelo un artículo que también tengo que presentar en estos días, entonces las últimas horas fueron en el labo armando en paralelo el póster con el artículo para mandárselo a mi directora. Inmediatamente antes de venir merendé con Camila, que es mi ex, una amiga y merendamos un rato hasta inmediatamente antes de venir para acá, ni pasé por el laboratorio me traje el frasquito con el que estaba merendando y me vine caminando toqué la puerta al de seguridad y le mandé mensaje a Corina para que me abra y me la encontré. Sí. Bueno, merendé frutos secos que tenía en este frasquito que me traigo de casa, siempre me traigo de casa. Entonces más detalles, por ejemplo, el póster es de un congreso que tengo la semana que viene, el artículo es sobre mi tema de investigación y lo mandamos a una revista hace dos semanas y la semana pasada nos tocó la revisión del referí, entonces estoy haciendo una corrección sobre el artículo que ya enviamos y que nos mandaron la corrección. Creo que no mucho más con Camila hablamos de un viaje que tuvo el fin de semana, que se fue con amigos a Córdoba entonces hablamos de cómo la había ido, qué había pasado, que perdió el avión y me contó de cosas de esa situación y hablamos un poco de que ella ahora se tenía que ir porque tenía una reunión con su director entonces terminamos de hablar, ella se fue a juntar sus cosas e irse, supongo, y yo no vine para acá. Creo que dentro de las últimas dos horas no hay mucho más que eso
","[0.53917952 0.52890024 0.48852465 0.58913411 0.65395202 0.59480587
 0.56133682]","[0.8300400710392737, 0.8142156232650847, 0.7520594145427865, 0.9069426772487034, 1.0067266279453477, 0.9156740613045087, 0.8641501209794576]"
