Sujetos,lematizado,texto_crudo
43,venir levanté vivo plata así levanté cambiar hacer cosa compu después preparar bolso pasar fin semana acá capital decidir ir poner mirar tiempo meteorológico ver si ir llover meter todo ropa bolso computadora libro terminal micro tomar colectivo venir mientras tomar colectivo ver colectivo tomar yo llegar acá bajar tomar llegar desayunar galleta panadería dulce membrillo maíz ahora mientras esperar hablar papá whatsapp novio," Antes de venir, me levanté. Yo vivo en La Plata, así que me levanté, me cambié, hice algunas cosas en la compu y después me preparé el bolso porque no pasaba el fin de semana acá a capital. Decidí que me iba poner, mire el tiempo meteorológico para ver si va a llover. Metí toda la ropa en el bolso, la computadora, libros y fui al terminal de micros, me tomé el colectivo para venir. Mientras que me tomaba el colectivo, veía que colectivo tomarme para llegar hasta acá. Me bajé, me lo tomé y llegué. Desayuné galletas de una panadería con dulce de membrillo y maíz. Ahora, mientras esperaba, estaba hablando con mi papá por whatsapp y con mi novio. 
"
44,buen venir comer compañero salir cursar método estadístico físico experimental hoy entregar parcial bajonee montón mal comer pescado puré papas cena ayer conversar tema relacionado controversia modificación corporal hacer persona cirugía estético tema relacionado gimnasio esteroide cosa así después venir correr abajo lluvia acá querer llegar tarde correr levanté siete medio ayer poder duchar cortado agua alguno razón bañar agua frío bastante desagradable llegar tarde tiempo querer hacer agua salir caliente tomar colectivo cursar clase costar seguir él bastante faltar todo semana pasado examen básicamente resto contar,"Bueno, antes de venir, estaba comiendo con mis compañeros que salimos de cursar métodos estadísticos en física experimental. Hoy nos entregaron los parciales y me bajonee un montón porque no fue mal, pero comí pescado con puré de papas, que es la cena de ayer. Y conversamos sobre temas relacionados a la controversia de las modificaciones corporales que se hacen las personas, cirugías estéticas, temas relacionados al gimnasio y a los esteroides, cosas así. Y después vine corriendo abajo de la lluvia acá porque no quería llegar tarde. Corriendo, sí. Me levanté a las siete y media porque ayer no me pude duchar y me tuve, o sea, me habían cortado el agua por alguna razón, me tuve que bañar con agua fría, fue bastante desagradable y llegué tarde, porque estuve con mucho tiempo queriendo hacer que el agua salga caliente. Eso, no, me tomé el colectivo, cursé, la clase me costó seguirla bastante porque estuve faltando toda la semana pasada para otro examen y no, eso básicamente. Todo el resto lo conté.
"
45,buen venir hacer cosa tesis implicar terminar programar controlador red bitayo fpga programar conectar él motor conectar él motor faltar cable hembra hembra pedir liaf labo labo faltar abrir lauti chico liaf pedir conocer entonces parecer raro manguear entonces ahí ver nico chico liaf conocer dar cable hacer par chiste ejemplo decir primero preguntar si autorización director llevar yo cable necesitar papel firmado obviamente así dar cable decir color querer decir preguntar color daltónico además cristian jefe laboratorio muriel laboratorio profesora ayudante primero mefe buen cristian decir físico daltónico preguntar nico si poder separar saber cuánto detalle contar preguntar nico si poder separar cable principio entender referir después entender cable pegado poder separar decir volver laboratorio poner conectar cable atento hacer simultáneo momento pedir patricio escritorio atrás si poder poner música decir robar parlante parlante computadora computadora computadora entonces decir poder poner querer poner decir poner disco pan espineta necesitar ajustar tornillito pedir tornillo edu principio saber dónde abrir cajón poner buscar ahí encontrar destornillador tornillo destornillador poner alarma 15 10 acordar yo venir acá entrevista sonar alarma venir acá pabellón 1 correr llover ir mojar buen mucho saber baño venir volver crucir nati laboratorio saber," Bueno, antes de venir estaba haciendo cosas de mi tesis que implicaba terminar de programar un controlador de la Red Bitaya, que es una FPGA que tengo que programar, y para eso tenía que conectarle a un motor, y para conectarlo al motor me faltaban cables hembra a hembra que fui a pedir al LIAF, no a mi labo, porque a mi labo faltaban, y me abrió Lauti, que es un chico del LIAF, le pedí eso, él no me conocía, entonces le pareció raro que fuera a manguear algo, entonces ahí me vio Nico, que es otro chico del LIAF que sí me conoce, y me dio los cables. Y me hizo un par de chistes, por ejemplo me dijo, primero me preguntó si tenía autorización de mi director para llevarme los cables, que necesitaba un papel firmado, obviamente no es así, y me dio los cables y me dijo de qué color quería, yo le dije que no me preguntara sobre colores porque soy daltónico, además estaba Cristian, que es el jefe del laboratorio, y Muriel, que también está en el laboratorio y es profesora mía, ayudante de primera de MEFE, y bueno Cristian dijo que había muchos físicos de daltónicos, y le pregunté a Nico si los podía separar, no sé con cuánto detalle le tengo que contar, le pregunté a Nico si podía separar los cables, al principio no me entendió a qué me refería, y después sí me entendió, era que los cables están pegados y se pueden separar, me dijo que sí y me fui. Y volví al laboratorio, me puse a conectar los cables, muy atento, no hice nada más en simultáneo, y en un momento le pedí a Patricio que está en un escritorio que está atrás mío, si podía poner música, me dijo sí pero te robé los parlantes, o sea los parlantes que estaban en mi computadora, ya no estaban más en mi computadora, estaban en la computadora de él, entonces me dijo que podía poner lo que yo quisiera y él lo ponía, le dije que pusiera el disco Pan de Espineta, y también necesitaba ajustar un tornillito y le fui a pedir el tornillo a Edu, que al principio no sabía dónde estaba, abrimos un cajón, nos pusimos a buscar y ahí encontramos el destornillador, no un tornillo, un destornillador. Me puse una alarma para las 15 y 10 para acordarme que tenía que venir acá a esta entrevista, y me sonó la alarma, me fui, vine hasta acá desde el Pabellón 1 corriendo, porque estaba lloviendo y me iba a mojar. Bueno, sí, muchas, no sé, fui al baño antes de venir, cuando volví me crucé a Nati que también está en el laboratorio, no sé qué más.
"
46,buen arranzar mañanita despertar casa novio desayunar hacer venir facu tomar 130 34 camino común hacer generalmente solo tomo 34 ahí llegar poner estudiar decir pecera pab 1 amigo juanpi poner realidad estudiar hacer tp programación concurrente hacer buen rato almorzar almorcé sandwichito volver hacer tp llegar avanzar venir acá lluvieto llover montón hoy llegar conclusión semana venir ir hacer frío pensamiento día," Bueno, arranco desde la mañanita, me desperté en la casa de mi novio, desayuné, no hice mucho más y me vine para la facu. Me tomé el 130 y el 34, que no fue el camino más común que hago, generalmente solo me tomo el 34, de ahí llegué y me puse a estudiar en lo que le decimos pecera del Pab 1 con mi amigo Juanpi y nos pusimos, en realidad más que estudiar a hacer un TP de programación concurrente y estuvimos haciendo eso un buen rato hasta que almorzamos, almorcé un sandwichito, volvimos a hacer un poco del TP pero no mucho porque no llegamos a avanzar mucho y me vine para acá, con lluvieto. Está lloviendo un montón, hoy llegamos a la conclusión de que la semana que viene va a hacer mucho frío, fue un pensamiento de este día. No, no mucho más.
"
47,venir cursar e3 cristian clase medio embolante entender entender durar pensar ir durar poder comer después así venir medio apurado clase emisión atómico ver ensanchamiento doppler deplesión cristian romper tiza mucho vez demasiado," Antes de venir estaba cursando, E3, con Cristian y la clase fue medio embolante, no entendí mucho. No entendí mucho y duró más de lo que pensaba que iba a durar, no pude comer después, así que me vine medio apurado. La clase fue sobre emisiones atómicas y vimos sobre ensanchamiento Doppler y deplesión. A Cristian se le rompió la tiza muchas veces, demasiadas.
"
48,venir sala estudio paber cero estudiar probabilidad estadístico rendir final todavía fecha rendir dos amigo recién salir materia cálculo juani tomi apunte esparcido mesa mientras ver video pandemio seguir tomar apunte video profesora ir tomar enfrente compañero cálculo dejar materia reconocer ahí ver pasar grupo chico sombrero amarillo volver baño decir juani gustar sombrero sentado extremo último mesa si entrar 1 creer anteúltimo mesa chica mismo mesa extremo mesa lado pabellón patio 20 minuto después llegar llegar chico poner hablar igualmente auricular así escuchar hablar," Antes de venir estaba en la sala de estudios del pabe cero, estaba estudiando para probabilidad y estadística porque tengo que rendir al final, todavía no tengo la fecha, pero lo tengo que rendir. Estaba con dos amigos, ellos recién salían de una materia de cálculo, Juani y Tomi. Yo tenía todos mis apuntes esparcidos por la mesa, mientras estaba viendo uno de los videos de la pandemia, para seguir tomando apuntes sobre ese video, porque es la profesora que me va a tomar. Y enfrente tenía compañeros que también estaban en cálculo, yo dejé la materia, pero los reconocí que estaban ahí. Vi pasar un grupo de chicos que tenían sombrero amarillo, y volví del baño y le dije a Juani que a mí también me gustaría uno de esos sombreros. No, estaba sentada en un extremo en las últimas mesas, si entras desde el 1, creo que en la anteúltima mesa, y había una chica en esa misma mesa, en el otro extremo de la mesa, yo estaba al lado del pabellón y no al patio, y unos 20 minutos después de que yo llegué, llegó un chico y se pusieron a hablar, yo igualmente estaba con los auriculares, así que no escuché de qué hablaban.
"
49,entonces hoy venir despertar casa novio agua volver casa dar él comida gato venir facultad después reunión semanal grupo laboratorio trabajo durar dos hora almuerzo reunión básicamente tiempo silencio hablar mundo hacer hablar poquito hacer tratar mal jefe después salir fumar laboratorio fumar afuera volver laboratorio poner preparar clase dar mañana ok entonces llegar edificio entrar subir casa dar comer gato di cuenta agua agregar agua vestir cambiar después bajar planta bajo crucir encargado encargado decir razón agua inundar planta bajo primero deshabitado entonces chorrear poder entrar cortar agua entonces cortar entrada edificio salir dar cuenta abrigado llegar parada faltar tres minuto tomar colectivo comprar bolsa pan compañero trabajo hoy traer berenjena escabeche," Entonces. Hoy, antes de venir, me desperté en la casa de mi novio porque no tengo agua y volví a mi casa a darle comida a mis gatos y vine para la facultad. Después tuve la reunión semanal de grupo que tenemos en el laboratorio en el que trabajo, que duró dos horas, es durante el almuerzo y durante la reunión, básicamente estuve mucho tiempo en silencio porque habla todo el mundo sobre lo que está haciendo, hable muy poquito sobre lo que hice, trate un poco mal a mi jefe y después de eso salimos los que fumamos del laboratorio a fumar afuera. Volví al laboratorio y me puse a preparar la clase que tengo que dar mañana. Ok, entonces, cuando  llegué a mi edificio, entré, subí a mi casa, le di de comer a mis gatos, me di cuenta que no tenían agua, les agregué agua, me vestí, o sea, me cambié y después bajé a la planta baja, me crucé con el encargado, el encargado me dijo que la razón por la que no tenemos agua es porque se le está inundando la planta baja porque el primero está deshabitado, entonces está chorreando y no pueden entrar para cortar el agua, entonces tienen que cortar las entradas del edificio. Cuando salí me di cuenta que me había sobre abrigado y cuando llegué a la parada, me faltaban tres minutos para que me tomaran el colectivo, compré una bolsa de pan porque mi compañero de trabajo hoy trajo berenjenas en escabeche.
"
50,hacer venir mañana laboratorio docente ahí laboratorio inorgánico 2 práctica metalurgias así encargar específicamente hacer aluminotermia chico encantar montón súper espectacular fuego brillo después comer comedor comer sándwich pavado mirar red social después subir biblioteca estudiar cinética mañana parcial 2 3 hora estudiar escuchar audio diapositivo buen mañana tomar colectivo justo tiempo bien llegar saavedra hacer conexión 28 llegar justo tiempo pensar desayunar tiempo tomar yo café así entrar directamente laboratorio buen cosa laboratorio salir bien terminar buen siempre terminar tarde hoy terminar hora así despejar mediodía comer ir biblioteca estudiar recuerdo pasar comprar yo café bien,"Lo que hice antes de venir, esta mañana fui al laboratorio, soy docente ahí, en el laboratorio Inorgánica 2. Tuvimos la práctica de metalurgias, así que yo me encargué específicamente de hacer la aluminotermia, que a los chicos les encanta un montón porque es súper espectacular, mucho fuego, mucho brillo, todo. Después fui a comer, estuve en el comedor comiendo un sándwich, una pavada, estuve mirando un poco las redes sociales, y después subí a la biblioteca a estudiar cinética que mañana tengo un parcial. Estuve como 2 o 3 horas estudiando, escuchando los audios, las diapositivas y bueno, eso. A la mañana tomé el colectivo justo a tiempo, eso estuvo bien, cuando llegué a Saavedra hice la conexión con el 28 y también llegué justo a tiempo. Pensaba desayunar, pero no tuve tiempo para tomarme un café, así que entré directamente al laboratorio y bueno, las cosas en el laboratorio salieron todo bien. Terminamos antes, eso sí está bueno porque siempre terminamos tarde, hoy terminamos una hora antes, así que me despejó el mediodía para comer y antes de ir a la biblioteca a estudiar recuerdo que pasé a comprarme un café. Bien, todo eso.
"
51,ok hoy verdad hacer venir levanté medio hora agarrar auto llevar novia casa buscar receta farmacia después ahí llevar farmacia volver llevar casa claramente desayunar desayunar submarino saber si aportar calle a ir acuerdo cómo calle tema buen después llevar novia casa venir facultad empezar hacer tp materia amiga hacer tp venir acá," Ok, hoy la verdad no hice mucho antes de venir porque me levanté media sobre la hora. Agarré el auto, llevé a mi novia a su casa para que busque una receta de la farmacia, después de ahí la llevé a la farmacia y la volví a llevar a la casa. Claramente antes de todo esto desayuné, ¿no? Desayuné un submarino. No sé si aporta, pero la calle estaba... Ay, no me acuerdo cómo estaba la calle. Qué tema. Bueno, nada, después de llevar a mi novia a su casa me vine para la facultad y empecé a hacer un tp de una materia con una amiga y estuve haciendo el tp hasta venir para acá. 
"
52,buen hoy venir acá cursar laboratorio 6 acá pabellón quedar cerca ahora bastante frustrante hoy parte experimento bastante aburrido obtener resultado básicamente día hoy laboratorio cursar bastante monótono torta laboratorio cumplir año hacer materia así torta," Bueno, hoy antes de venir para acá fui a cursar Laboratorio 6, acá en un pabellón que queda muy cerca de este en el que estamos ahora. Y nada, fue bastante frustrante hoy. Porque nada, estamos en una parte del experimento donde es todo bastante aburrido y no estamos obteniendo resultados. Pero básicamente fue eso, todo el día de hoy fue estar en el laboratorio, cursando. No, no, fue bastante monótono. Había tortas en el laboratorio, porque cumplió años uno que también está haciendo la materia, así que hubo torta. 
"
53,inmediatamente venir labo armar póster presentar semana venir hecho situación franco compañero labo acordar si modelo anterior poner nervioso saber increíble armar póster apurón además armar paralelo artículo presentar día entonces último hora labo armar paralelo póster artículo mandar él él directora inmediatamente venir merender camila ex amiga merender rato inmediatamente venir acá pasar laboratorio traje frasquito merendar venir caminar tocar puerta seguridad mandar mensaje corino abrir encontrar buen merender fruto seco frasquito traer casa siempre traer casa entonces detalle ejemplo póster congreso semana venir artículo tema investigación mandar revista hacer dos semana semana pasado tocar revisión referir entonces hacer corrección artículo enviar mandar corrección creer camila hablar viaje fin semana amigo córdoba entonces hablar cómo ir pasado perder avión contar cosa situación hablar ahora ir reunión director entonces terminar hablar juntar cosa ir él suponer venir acá creer dentro último dos hora," Inmediatamente antes de venir, estaba en el labo armando un póster que tengo que presentar la semana que viene, de hecho es una situación con Franco un compañero del labo que no se acordaba si tenía el modelo anterior. Me puse nervioso, no sé, es increíble estaba armando el póster muy a los apurones porque además estoy armando en paralelo un artículo que también tengo que presentar en estos días, entonces las últimas horas fueron en el labo armando en paralelo el póster con el artículo para mandárselo a mi directora. Inmediatamente antes de venir merendé con Camila, que es mi ex, una amiga y merendamos un rato hasta inmediatamente antes de venir para acá, ni pasé por el laboratorio me traje el frasquito con el que estaba merendando y me vine caminando toqué la puerta al de seguridad y le mandé mensaje a Corina para que me abra y me la encontré. Sí. Bueno, merendé frutos secos que tenía en este frasquito que me traigo de casa, siempre me traigo de casa. Entonces más detalles, por ejemplo, el póster es de un congreso que tengo la semana que viene, el artículo es sobre mi tema de investigación y lo mandamos a una revista hace dos semanas y la semana pasada nos tocó la revisión del referí, entonces estoy haciendo una corrección sobre el artículo que ya enviamos y que nos mandaron la corrección. Creo que no mucho más con Camila hablamos de un viaje que tuvo el fin de semana, que se fue con amigos a Córdoba entonces hablamos de cómo la había ido, qué había pasado, que perdió el avión y me contó de cosas de esa situación y hablamos un poco de que ella ahora se tenía que ir porque tenía una reunión con su director entonces terminamos de hablar, ella se fue a juntar sus cosas e irse, supongo, y yo no vine para acá. Creo que dentro de las últimas dos horas no hay mucho más que eso
"
54,buen sesión psicología medio cortado organizar mal horario desayunar querer poner preparado terminar sesión agarrar mochila salir llegar demasiado tarde final llegar temprano suerte colectivo después desayunar café par tostada hacer café mañana arrancar psico poner leer ip después venir acá chequear ver dónde borde edificio chequear hora bien ver si ir llegar tarde llegar acá quedar esperar entrada hacer saber si suficiente detalle necesitar específicamente hablar mamá nota final pedir ayer foto pasar consejo manejar enojo nota después resto cosa importancia creer," Bueno, tuve una sesión de psicología medio cortada porque organicé mal los horarios y antes que eso, desayuné y todo y me quise poner todo preparado para terminar de sesión, agarrar una mochila y salir para no llegar demasiado tarde, que al final llegué un poco más temprano. Tuve suerte con los colectivos. Después le desayuné un café con un par de tostadas sin  nada, hice un café a la mañana y antes de arrancar la psico me puse a leer un poco el Ip, después vine para acá chequeando viendo dónde estaba el borde del edificio, chequeando un poco la hora para estar bien, para ver si iba a llegar tarde o no. Y antes de llegar por acá me quedé esperando un poco en la entrada, porque es algo que se hace y no sé si es suficiente detalle o necesitas más. Específicamente, no, o sea, hablé un poco con mi mamá sobre una nota final  que pidieron ayer, una foto que me pasó y unos consejos para manejar un poco el enojo de la nota, pero después el resto son cosas sin importancia que creo yo.
"
55,buen venir levanté desayunar sacir perro plaza bañar saco perro suelto rato hoy soltar barro si dejar correr lleno barro entonces mejor igual sacir tiempo si llegar tarde generalmente saco 40 minuto medio hora sacar 1520 minuto después tomar colectivo venir llegar caminar pabellón 1 nomás empezar hacer tiempo vida empezar 9 mañana así costar levantar yo generalmente costar varios alarma puesto cada 10 minuto primero alarma empezar 9 levanté 9 medio pasar siempre levantar necesitar varios alarma si ser interesante ahora opinión," Bueno, antes de venir me levanté, desayuné, saqué al perro a la plaza. O sea me bañé antes ¿no? y cuando saco al perro lo suelto un rato, pero hoy no lo solté tanto porque había mucho barro y si lo dejo correr se llena de barro entonces mejor no, pero igual no saqué mucho tiempo porque si no llegaba tarde generalmente lo saco 40 minutos, media hora y él lo habría sacado 15-20 minutos. Pero después nada, me tomé el colectivo y vine y llegué y caminé desde el pabellón 1, pero nada, eso nomás. No, porque no empezó hace mucho tiempo mi vida, habría empezado a las 9 de la mañana, así me costó levantarme, generalmente me cuesta, por eso tengo varias alarmas puestas como cada 10 minutos, o sea la primera alarma habría empezado a las 9 y yo me levanté 9 y media, pero eso es algo que me pasa siempre, que me levanto, que necesito varias alarmas, pero si no nada más, no ha sido muy interesante hasta ahora en mi opinión.
"
56,buen venir tomar colectivo mercede entonces hacer levantar yo 7 mañana desayunar tú lavar yo diente preparado subir colectivo venir buen aire colectivo dormir mayoría vez quedar dormido llegar departamento departamento bañar cacho celular venir acá comprar sándwich pues desayunar jugar jueguito colectivo dormir pues dormir," Bueno, antes de venir me tomé el colectivo porque estaba en Mercedes, entonces lo que hice fue levantarme a las 7 de la mañana, desayunar un té, lavarme los dientes y ya tenía todo preparado, me subí al colectivo y vine para Buenos Aires. En el colectivo me dormí, la mayoría de las veces me quedo dormido. Llegué al departamento, a mi departamento, me bañé, estuve un cacho en el celular y vine para acá y me compré un sándwich, pues no desayuné nada. Estaba jugando a un jueguito y en el colectivo nada más que dormir, pues no dormí mucho. "
57,buen venir casa departamento mañana solo hermano ir cursar hacer cosa tesis hacer tesis ciencia dato campo red complejo escribir código después poner trabajar trabajar startup rosario hacer frontend desayunar mañana levanté después desayunar levanté desayunar después baño hacer cama después trabajar venir yo saludar hermana llegar venir acá ah si lavar ropa colgar tender balcón junto ropa colgado húmedo humedad seco lavar plato quedar anoche plato ensucir desayuno baño menos vez mañana buscar internet información sacar visa australiano trabajar viajar hablar amigo videollamado ayudar él resolver problema ir compañero trabajo amigo problema trabajo acordar cocinar budín avena banana comí medio mañana tomar mates," Bueno, antes de venir estaba en mi casa, en mi departamento, a la mañana estoy solo porque mis hermanos van a cursar. Estuve haciendo cosas de la tesis, estoy haciendo la tesis en ciencia de datos en el campo de redes complejas. Estuve escribiendo código y después me puse a trabajar, estoy trabajando en una startup de Rosario haciendo frontend. Y desayuné a la mañana cuando me levanté, o sea todo eso fue después de desayunar, me levanté, desayuné, después fui al baño, hice la cama y nada, después estuve trabajando y antes de venirme la saludé a mi hermana que llegó y vine para acá. Ah si, lavé la ropa y la colgué en el tender en el balcón, junto con ropa que había colgado antes y estaba húmeda porque hay humedad y no se secó, lavé los platos que quedaron de anoche más los platos que ensucié en el desayuno, fui al baño al menos una vez en la mañana, estuve buscando en internet información sobre sacar la visa australiana para trabajar y viajar. Y hablé con un amigo por videollamada para ayudarlo a resolver un problema, va de un compañero de trabajo y un amigo también, un problema del trabajo. Y no mucho más que me acuerde. Cociné un budín de avena y banana y comí eso a media mañana y tomé mates. No mucho más.
"
58,venir comer preparar ensalada lechuga lavar sucio entonces lavar poner centrifugador lechuga tomate palta queso sobrar después hacer omelette huevo queso comer básicamente mientras ver capítulo serie empezar hacer bastante costar seguir él llama bronca buen netflix hacer justo venir alguno detalle sentado mesa madera cabecera mientras comer mirar serie después levanté lavar plato reponer soda terminar entonces terminar tomar soda poner nuevo heladera poner envase viejo canasto ir sodo venir salir casa caminar parada colectivo tardar colectivo venir así escuchar música mientras esperar señora vino preguntar si colectivo dejar ramsey echeverría saber cuál ramsey saber colectivo pasar echeverría saber cuál ramsey así buscar saber ver aparecer recorrido entonces buscar recorrido colectivo ver pasar justo esquina así decir ir vino colectivo subir dos colectivo lado hablar colectivo escuchar música tardar bastante colectivo puente así rato largo ahí frenado finalmente llegar caminar acá llegar puerta crucir luz profesora físico 1 dejar pasar decir poder entrar decir si si tener anunciar tú igual decir gracias crucir seguridad preguntar nombre indicar dónde venir venir acá sentir hablar yo," Antes de venir, comí, me preparé una ensalada de lechuga que no tuve que lavar porque estaba sucia, entonces la lavé y la puse en el centrifugador ese. Lechuga, tomate, palta y un poco de queso que sobraba y después me hice un omelette con huevo y queso, comí eso básicamente. Mientras veía un capítulo de una serie que empecé hace bastante ya, me está costando seguirla, se llama Bronca, estaba buena, en Netflix, y eso hice justo antes de venir. Algún otro detalle, estaba sentada en una mesa de madera, en la cabecera mientras comía y miraba la serie. Después levanté todo. Lavé los platos. Repuse la soda que se había terminado, entonces la terminé, tomé soda, puse otra nueva en la heladera, puse el envase viejo en el canasto donde van las sodas. Vine, salí de mi casa, caminé hasta la parada de colectivo, tardó mucho el colectivo en venir, así que escuché música. Mientras esperaba, una señora vino, me preguntó si el colectivo la dejaba en Ramsey y Echeverría, como no sabía cuál era Ramsey, sabía que el colectivo pasaba por Echeverría, pero no sabía cuál era Ramsey, así que lo busqué en cuando subo, viste que te aparece el recorrido, entonces busqué el recorrido del colectivo, vi que pasaba justo por la esquina, así que le dije, este va. Vino el colectivo, nos subimos las dos, estuvimos en el colectivo, ella por su lado, no es que hablamos en el colectivo, yo escuchando música. Tardó bastante el colectivo en el puente, así que estuve un rato largo ahí frenada, pero finalmente llegué. Caminé hasta acá. Cuando llegué a la puerta y me crucé con Luz, que fue una profesora mía de física 1, me dejó pasar y le dije ¿puedo entrar? y me dijo, si, si tenés que anunciarte igual, yo le dije, una gracias, me crucé con el de seguridad, que me preguntó mi nombre y me indicó para dónde venir, vine acá, me senté y hablé con vos.
"
59,venir acá casa trabajar 8 12 trabajo remoto casa compu dar laburo encargar yo situación justo mandar reparar computadora técnico hacer dos mes computadora personal tardar tardar finalmente entregármelar entonces decir entregar hoy coordinar ahí salir acá entonces decir compañero habitación si poder encargar recibir él salir apurado banco buscar efectivo cosa bien trabajo reunión resto equipo sumar persona nuevo llamar julián de el buen espíritu alguien ver gana hacer cosa previamente proyecto volver sumar entonces poner capaz idea disparatado imaginar ir tener fumar capaz frenar él cosa buen entonces laburar 8 12 pedir compañero encargar después recibir compu si poder encargar él comida ir comprar comida gato quedar comida hacer dos día hacer día saber justo encima medio proceso medio traumático mudar gata entonces ahí medio tenso buen gato quedar comida ir él robar gata pasar cosa pasar buen entonces hacer súper recorrido ir banco ir veterinaria encima pasar comprar queso estancia lugar llamar estancia san francisco ahí dar probar hacer degustación queso paulino acuerdo cuál específico queso lomito ahumado rico buen decir demasiado plata ir comprar ofrecer pastelito semana mayo falta pastelito quedar gana buen detalle relacionado tema conseguir plata capaz técnico pasar abuela buscar computadora decir buen capaz abuela poder dejar plata medio querer poner él abuela situación incómodo dar efectivo preguntar si ver si conseguir banco quedar preguntar duda tener saber final decir buen preocupar suerte llegar ahí charlar whatsapp compañero recibir compra así viaje bondi charlar whatsapp novia contar idea hacer propio tesis estar matemática estudiar biología querer hacer tesis medir matemática aplicado biología entonces mandar librito leer ver parecer tema parecer interesante agarrar entonces ninguno conocimiento biológico alguno guía necesitar ahí buen," Antes de venir acá, estaba en mi casa, trabajé de 8 a 12, trabajo remoto, desde mi casa, con una compu que me dieron desde el laburo. Tuve que encargarme de otra situación justo antes, que es que había mandado yo a reparar otra computadora al técnico como hace dos meses, una computadora personal, y tardó, tardó mucho, y finalmente la tenía como para entregármela. Entonces me dijo que me la entregaba hoy, yo tenía que coordinar ahí porque tenía que salir para acá, un poco, y entonces le dije a mi compañero de mi habitación si se podía encargar de recibirla, pero yo tuve que salir a las apuradas al banco a buscar efectivo y esas cosas. Bien, durante el trabajo hubo una reunión con el resto del equipo, se sumó una persona nueva que se llama Julián Dell, y no, como que tenía un buen espíritu, o sea, es alguien que se ve que tiene ganas de hacer cosas, había estado previamente en el proyecto, y se vuelve a sumar, entonces lo tuvimos que poner un poco al tanto, pero también como capaz algunas ideas muy disparatadas, y que ya, me imagino, me la voy a tener que fumar o capaz frenarle un poco con algunas cosas, pero bueno. Y, nada, entonces, laburé de 8 a 12, le pedí a mi compañero que se encargará después de recibir la compu, también si podía encargarse de la comida, yo tuve que ir a comprar comida para el gato, que se había quedado sin comida hace dos días, o hace un día, no sé, y que justo encima está en medio de un proceso medio traumático porque se mudó otra gata, entonces están ahí medio tensos, y bueno, este gato se quedó sin su comida y fue a irle a robar a la otra gata, pasaron esas cosas que pasan, y bueno, entonces hice un súper recorrido de ir al banco, ir a la veterinaria, y encima pasé a comprar queso en una estancia, un lugar que se llama Estancia San Francisco, que ahí me dieron a probar, estaban haciendo una degustación de un queso, la Paulina, no me acuerdo cuál, a lo específico, y de un queso, y un lomito ahumado, estaban ricos, pero bueno, yo ya era como, dije, no, demasiada plata, no voy a comprar esto, también me ofrecieron pastelitos, por la semana de mayo, tienen una falta de pastelitos, me quedé con ganas, pero bueno. Sí, más detalles que estuvieron relacionados con ese tema de conseguir la plata capaz, también el técnico este tenía que pasar por lo de mi abuela, buscar otra computadora, y me dijo, bueno, capaz tu abuela me puede dejar la plata, y yo medio que no quería ponerle a mi abuela en una situación incómoda, que te tuviera que dar mucho efectivo y eso, le pregunté si tenía, a ver, si yo no conseguía, porque el banco se había quedado sin, o lo que sea, le pregunté por las dudas, tenés algo, qué sé yo, pero al final le dije, bueno, no te preocupes, y nada, por suerte ya llegó, estuve ahí charlando por whatsapp con mi compañero y recibió la compra. Así que, eso, durante el viaje en bondi estuve charlando por whatsapp también con mi novia, le estaba contando algunas ideas que tenía yo para hacer mi propia tesis, yo estudié matemática, y nada, ella estudia biología, y lo que quiero hacer yo para la tesis es medir matemática aplicada a la biología, entonces le mandé un librito que estaba leyendo a ver qué le parecía, qué temas le parecían interesantes, porque también hay muchos de lo que agarrar, entonces, un poco, como no tengo ningún conocimiento biológico, alguna guía necesito ahí, pero bueno.
"
60,buen venir laburar terminar tirar ratito día largo entrenar reunión alguno beca hacer así mucho cosa laburo medio pesado bienbueno mediodía comer tarta verdura hacer mamá espectacular hacer montón hacer montón laburo entender re rico a eh buen aprovechar ver partecita documental ver chica desaparecer vaticano hacer año interesante dormir así ver," Bueno, antes de venir, estuve laburando, terminé, me tiré un ratito porque nada. Nada, un día largo antes de eso fui a entrenar, tuve una reunión por alguna beca que estoy haciendo, así que como con muchas cosas y también el laburo estuvo medio pesado, pero bien.Bueno, a mediodía comí tarta de verdura que hizo mi mamá y está espectacular. Hace un montón que no hacía porque es un montón de laburo y se entiende, pero nada, estuvo re rico. Ah, bueno y aproveché para ver una partecita de un documental que estaba viendo de una chica que desapareció en el Vaticano hace unos años. Nada, interesante,  pero me dormí, así que mucho no a ver.
"
61,venir acá gimnasio crucir amigo leer empezar hoy ver piso arriba tratar llamar él atención entrenador lograr después ver creer rendir después volver casa bañar comer casa jardinero llegar tarde hacer tarde tomar colectivo venir facultad entregar taza amigo mati parte hermana después venir acá," Antes de venir para acá, fui al gimnasio. Me crucé con mi amigo Leo, que estaba empezando hoy. Lo vi desde el piso de arriba, estaba tratando de llamarle la atención a una entrenadora, lo logró y después no lo vi más, creo que se rindió. Después volví a casa, me bañé, comí. En casa estaban los jardineros. Llegué muy tarde, se me hizo muy tarde. Me tomé el colectivo. Vine para la facultad. Le entregué una taza a mi amigo Mati de parte de mi hermana. Y después vine acá. 
"
